Bsku,c_Desc,unit,buyer
01959,AMPRO SHINEnJAM GEL REGULAR 8z,3.68,DAVID KEER
01960,AMPRO SHINEnJAM GEL EXTRA   4z,2.89,DAVID KEER
01961,AMPRO SHINEnJAM GEL EXTRA   8z,3.68,DAVID KEER
01962,AMPRO PRE CREME SENSCALP 4.6lb,6.72,DAVID KEER
01963,SHINEnJAM SILK EDGES        8z,3.68,DAVID KEER
01964,AMPRO CLEAR GEL6z/SHINE JAM 2z,2.86,DAVID KEER
01965,AMPRO SUPER GEL6z/SHINE JAM 2z,2.88,DAVID KEER
01967,AMPRO PRE CREME SEN SCALP12.5z,4.00,DAVID KEER
01968,AMP SHINEnJAM XTR4z/PRO GEL4.5,2.89,DAVID KEER
01969,AMP SHINEnJAM REG4z/PRO GEL4.5,2.89,DAVID KEER
01970,AMPRO HONEY BEEZ WAX BLACK  4z,2.63,DAVID KEER
01971,AMPRO HONEY BEEZ WAX GOLD   4z,2.63,DAVID KEER
01972,AMPRO PROTEIN GEL CLEAR   4.5z,2.85,DAVID KEER
01973,AMPRO PROTEIN GEL          20z,4.11,DAVID KEER
01974,AMPRO PROTEIN GEL CLEAR    20z,4.10,DAVID KEER
01975,AMPRO OLIVE OIL GEL        10z,3.67,DAVID KEER
01976,AMPRO OLIVE OIL GEL        32z,4.85,DAVID KEER
01977,AMPRO OLIVE OIL GEL         2z,2.20,DAVID KEER
01978,AMPRO PROTEIN GEL SUPER     2z,2.21,DAVID KEER
01979,AMPRO PROTEIN GEL           2z,2.21,DAVID KEER
01980,*AMPRO SnJ SILK EDGES  12ct 2z,4.75,DAVID KEER
01981,U R CURLY LOOSE CURL ENHAN8.5z,1.99,DAVID KEER
01982,U R CURLY TIGHT CURL ENHAN8.5z,1.99,DAVID KEER
01983,U R CURLY SOYA SHAMPOO     10z,2.02,DAVID KEER
01984,U R CURLY QUINOA CONDITION 10z,2.02,DAVID KEER
01985,AMPRO PROTEIN GEL        6z+2z,.00,DAVID KEER
01987,AMPRO PROTEIN GEL       10z+2z,3.65,DAVID KEER
01989,AMPRO OLIVE OIL GEL        15z,3.65,DAVID KEER
01990,AMPRO OLIVE OIL GEL      5 LBS,6.125,DAVID KEER
01991,AMPRO PROTEIN GEL CLEAR 10z+2z,.00,DAVID KEER
01992,AMPRO ARGAN OIL GEL        10z,3.63,DAVID KEER
01993,AMPRO ARGAN OIL GEL        15z,3.63,DAVID KEER
01994,AMPRO SHINEnJAM GEL EXTRA  16z,3.65,DAVID KEER
01995,AMPRO COCONUT OIL GEL      12z,3.35,DAVID KEER
01996,AMPRO CLEAR ICE ALOE GEL   32z,4.25,DAVID KEER
01997,SHINEnJAM SHEA EDGES SHEA B 2z,2.80,DAVID KEER
01998,AMPRO PROTEIN GEL       15z+3z,.00,DAVID KEER
01999,AMPRO PROTEIN GEL SUPER 15z+3z,3.642,DAVID KEER
02000,ANDIS SHAVE N'TRIM KIT  #26712,2.75,CAROL SANCHEZ
02001,ANDIS 1800wtEUROMSTR DRYRw/PIC,.00,CAROL SANCHEZ
02002,ANDIS STYLINER M3 TRIMR #26155,2.81,CAROL SANCHEZ
02003,ANDIS POWER TRIM CORDLS #32375,2.80,CAROL SANCHEZ
02004,"ANDIS HOME CURL IRON3/4""#37660",2.30,CAROL SANCHEZ
02005,ANDIS OUTLINER II TRIMMR#04603,2.80,CAROL SANCHEZ
02006,ANDIS OUTLINER II BLADE #04604,.25,CAROL SANCHEZ
02007,"ANDIS HOME CURL IRON 1"" #37665",2.28,CAROL SANCHEZ
02008,ANDIS SPEEDMASTER II    #24145,2.53,CAROL SANCHEZ
02009,"ANDIS TITANIUM 1""LITE FLAT IRN",2.40,CAROL SANCHEZ
02010,ANDIS STYLINER II TRIMMR#26700,2.75,CAROL SANCHEZ
02011,ANDIS STYLINER II BLADE #26704,.265,CAROL SANCHEZ
02012,"ANDIS HOME CURL IR1-1/2""#37670",2.33,CAROL SANCHEZ
02013,ANDIS MAGNETIC COMBS 2pk#01900,.91,CAROL SANCHEZ
02014,"ANDIS HOME 1"" FLAT IRON #67095",2.86,CAROL SANCHEZ
02015,ANDIS T-EDJER TRIMMER   #15515,2.75,CAROL SANCHEZ
02016,ANDIS T-EDJER BLADE     #15528,.265,CAROL SANCHEZ
02017,"ANDIS HOME 2"" FLAT IRON #67160",2.90,CAROL SANCHEZ
02018,ANDIS T-EDJER BLACK TRMR#15430,2.88,CAROL SANCHEZ
02019,ANDIS HOME PRESSING COMB#38300,2.33,CAROL SANCHEZ
02020,ANDIS T-OUTLINER TRIMMER#04710,2.80,CAROL SANCHEZ
02021,ANDIS T-OUTLINER BLADE  #04521,.28,CAROL SANCHEZ
02022,ANDIS CERMC BLADE SIZE 1#64465,1.361,CAROL SANCHEZ
02023,ANDIS PIVOT PRO TRIMMER #23475,2.81,CAROL SANCHEZ
02024,ANDIS CERMC BLADE SIZE1A#63055,1.361,CAROL SANCHEZ
02025,ANDIS MASTER CLIPPER    #01557,2.58,CAROL SANCHEZ
02026,ANDIS MASTER CLIPR BLADE#01556,.265,CAROL SANCHEZ
02027,ANDIS ML BLADE ATTACHMENT(7pk),2.50,CAROL SANCHEZ
02028,ANDIS EXCEL CLIPPER     #22310,2.55,CAROL SANCHEZ
02029,ANDIS ULTRA BLADE SIZE 1#64070,1.35,CAROL SANCHEZ
02030,ANDIS ULTRA EASYSTYLE8pc#18465,2.46,CAROL SANCHEZ
02031,ANDIS EASYSTYLE CLIPR7pc#18395,2.46,CAROL SANCHEZ
02032,ANDIS PIVOT COMBO SILVER#23965,2.75,CAROL SANCHEZ
02033,ANDIS EASYSTYLE CLPR13pc#18695,3.125,CAROL SANCHEZ
02034,ANDIS CERMC BLADE 3-1/2 #63040,1.361,CAROL SANCHEZ
02035,ANDIS BEAUT MASTER CLIPR#23465,2.40,CAROL SANCHEZ
02036,ANDIS CERMC BLADE 3-3/4 #64435,1.361,CAROL SANCHEZ
02037,ANDIS SUPERLINER TRIMMER#04890,3.00,CAROL SANCHEZ
02038,ANDIS FADE MASTER       #01690,2.58,CAROL SANCHEZ
02039,ANDIS FADE MASTER BLADE #01591,.265,CAROL SANCHEZ
02040,ANDIS ULTRA CLIPPER 14pc#18875,3.50,CAROL SANCHEZ
02041,ANDIS PIVOT PRO BLADE   #23570,.60,CAROL SANCHEZ
02042,ANDIS HOME CLIPPER 22pc #18040,3.12,CAROL SANCHEZ
02043,ANDIS PIVOT CLIPR BLADE #23435,.30,CAROL SANCHEZ
02044,ANDIS LOLA CLIPPER/TRIM #72120,3.75,CAROL SANCHEZ
02045,ANDIS MVP CLIPPER       #63220,2.49,CAROL SANCHEZ
02046,ANDIS CERAMIC ADVANC CLP#21490,2.52,CAROL SANCHEZ
02047,"ANDIS TITANIUM 1""VIBR FLAT IRN",2.40,CAROL SANCHEZ
02048,ANDIS CERAMIC BGRC CLIPR#63965,2.52,CAROL SANCHEZ
02049,"ANDIS TITANIUM 1""CURV FLAT IRN",2.40,CAROL SANCHEZ
02050,ANDIS CORDLESS TRIMMER  #22635,3.50,CAROL SANCHEZ
02051,ANDIS CORDLESS TRIMMER  #22035,2.51,CAROL SANCHEZ
02052,ANDIS ECO-AIR DRYER     #80605,3.75,CAROL SANCHEZ
02053,ANDIS SLIMLINE PRO LI TR#32400,2.75,CAROL SANCHEZ
02054,ANDIS SLIMLINE PRO BLADE#32105,3.50,CAROL SANCHEZ
02055,ANDIS TURBO 1875wt DRYER#75040,3.50,CAROL SANCHEZ
02056,ANDIS TURBO DRYER ATTACHMENT,2.43,CAROL SANCHEZ
02057,ANDIS ENVY CLIPPER      #66215,2.48,CAROL SANCHEZ
02058,ANDIS ATTACHMENT COMB9pc#12995,2.37,CAROL SANCHEZ
02059,"ANDIS TITANIUM 1-1/2"" FLAT IRN",2.40,CAROL SANCHEZ
02060,ANDIS ULTRA TURBO 1875wt#80305,3.50,CAROL SANCHEZ
02061,ANDIS SUPER TURBO ATTACHMENT,2.43,CAROL SANCHEZ
02062,ANDIS SUPLNR SHAVR ATTCH#77120,1.20,CAROL SANCHEZ
02063,ANDIS GTX T-OUT BLADE   #04850,.25,CAROL SANCHEZ
02064,ANDIS PRO DRYER 1600wt  #30640,3.95,CAROL SANCHEZ
02065,ANDIS PROFOIL SHAVER    #17010,3.58,CAROL SANCHEZ
02066,ANDIS TRIM'N GO 14pcTRIM#24870,3.76,CAROL SANCHEZ
02067,ANDIS HOME HEADLINER11pc#29775,2.75,CAROL SANCHEZ
02068,ANDIS TURBO DRYER 1600wt#80255,3.60,CAROL SANCHEZ
02069,ANDIS MASTER 90thCLIPPER#01922,2.50,CAROL SANCHEZ
02070,ANDIS STYLER 1875wt     #80345,2.23,CAROL SANCHEZ
02071,ANDIS STYLR PIK ATTACHMENT 2pk,1.96,CAROL SANCHEZ
02072,ANDIS T-OUT/OUTLINER CORD#4624,1.20,CAROL SANCHEZ
02073,ANDIS T-EDGER II TRIMMER#32560,2.85,CAROL SANCHEZ
02074,ANDIS ULTRA BLADE 3-3/4 #64133,1.45,CAROL SANCHEZ
02075,ANDIS BARBER COMBO SET  #66325,2.50,CAROL SANCHEZ
02076,ANDIS ELEV PIVOT SPDMSTR#23765,2.45,CAROL SANCHEZ
02077,ANDIS ELEV DRYER 1875wts#80285,3.88,CAROL SANCHEZ
02078,ANDIS SLIMLINE PRO TRIMR#32655,5.25,CAROL SANCHEZ
02079,ANDIS STYLIST COMBO     #66280,2.75,CAROL SANCHEZ
02080,ANDIS PRO1800CERAMIC DRY#80175,3.86,CAROL SANCHEZ
02081,ANDIS PIVOT COMBO BLACK #24075,2.75,CAROL SANCHEZ
02082,ANDIS EXCEL ULTRA CLIPPR#63120,2.50,CAROL SANCHEZ
02083,ANDIS FADE CLIPPER      #66245,.00,CAROL SANCHEZ
02084,"ANDIS HOME1-1/2""FLATIRON#67210",2.00,CAROL SANCHEZ
02085,"ANDIS PRO 1""CURV FLATIRN#67410",2.48,CAROL SANCHEZ
02086,ANDIS BLACK MASTER CLIPR#01795,2.50,CAROL SANCHEZ
02087,ANDIS GTX T-OUTLINER BLK#04775,2.71,CAROL SANCHEZ
02088,"ANDIS ELEV 1""CURL IRON  #33770",2.24,CAROL SANCHEZ
02089,"ANDIS ELEV 3/4""CURL IRON#33750",2.23,CAROL SANCHEZ
02090,ANDIS CLR WAVE CLIPPER  #23755,2.00,CAROL SANCHEZ
02091,ANDIS DRY CARE SPRAY     10.5z,.00,CAROL SANCHEZ
02092,ANDIS CLR WAVE1875wtDRYR#82030,3.88,CAROL SANCHEZ
02093,ANDIS BUMP CARE RAZOR BUMP  4z,1.54,CAROL SANCHEZ
02094,ANDIS CLR WAVE 15pcTRIMR#22970,3.60,CAROL SANCHEZ
02095,ANDIS BUMP CARE RAZOR BUMP 12z,2.08,CAROL SANCHEZ
02096,ANDIS BLADE CARE DIP JAR   16z,3.67,CAROL SANCHEZ
02097,ANDIS BLADE CARE SPRAY     16z,2.46,CAROL SANCHEZ
02098,ANDIS COOL CARE DISNFCT SPR15z,2.60,CAROL SANCHEZ
02099,ANDIS CLIPPER OIL           4z,1.64,CAROL SANCHEZ
02100,LETS JAM GEL REGULAR      4.4z,2.88,DAVID KEER
02101,LET'S JAM GEL REG 5.5z 25%FREE,2.90,DAVID KEER
02102,LETS JAM GEL REGULAR       14z,3.66,DAVID KEER
02103,LETS JAM GEL LITE         4.4z,2.88,DAVID KEER
02104,*LET'S JAM GEL 1z        72pcs,.00,DAVID KEER
02107,LET'S JAM GEL LITE 5.5z25%FREE,2.90,DAVID KEER
02110,LET'S JAM SHAMPOO        8+4oz,.00,DAVID KEER
02112,LETS JAM GEL EXTRA HOLD    14z,3.66,DAVID KEER
02120,*LET'S JAM HEAT STYLES   16pcs,.00,DAVID KEER
02122,LETS JAM HEATSTYL CURL SPR8.5z,2.00,DAVID KEER
02124,LETS JAM HEATSTYL STRGT CR8.5z,1.90,DAVID KEER
02126,LETS JAM HEATSTYL SET&WRAP8.5z,2.00,DAVID KEER
02128,LETS JAM HEATSTYL SMT BALM8.5z,1.90,DAVID KEER
02130,LETS JAM PROT GEL MEGA HOLD 9z,3.72,DAVID KEER
02132,LETS JAM STYLING SPRITZ     8z,2.00,DAVID KEER
02134,LETS JAM SCULPT LIQUID WAX3.4z,1.53,DAVID KEER
02136,LETS JAM HAIR POLISHER    3.9z,1.21,DAVID KEER
02150,LET'S JAM PUDDING           4z,.00,DAVID KEER
02160,LET'S JAM POMADE            4z,2.75,DAVID KEER
02162,LETS JAM GEL EXTRA HOLD   4.4z,2.88,DAVID KEER
02163,LET'S JAM GEL XTRA 5.5z25%FREE,2.90,DAVID KEER
02164,LETS JAM CUSTARD CREAM GEL 10z,3.69,DAVID KEER
02165,LETS JAM CUSTARD CREAM GEL4.4z,2.856,DAVID KEER
02166,LET'S JAM VINYL SHINE GEL 4.4z,2.856,DAVID KEER
02167,LETS JAM MOISTURE&SHINE GEL 9z,3.75,DAVID KEER
02171,LET'S JAM SET & HOLD GEL    8z,2.85,DAVID KEER
02186,LET'S JAM GEL4z W SET & HLD 6z,3.156,DAVID KEER
02190,"COSMETIC RESET ""HOT PINK"" STKR",.00,JODI SULLIVAN
02195,BLK OPL EVENTRU TONR 5611 3.7z,.00,JODI SULLIVAN
02196,BLK OPL EVENTRU SERUM 5612 .4z,.00,JODI SULLIVAN
02197,BLK OPL EVENTRU MOIST 5613  4z,.00,JODI SULLIVAN
02198,BLK OPL EVENTRU CLEANS 5614 4z,.00,JODI SULLIVAN
02199,BLK OPL EVENTRU BRIGHT GEL  1z,1.81,JODI SULLIVAN
02200,*BLKOPL SKINCARE FLRSTND 49pcs,18.50,JODI SULLIVAN
02201,BLK OPL EVENTRU CMPLX SOAP3.5z,1.14,JODI SULLIVAN
02202,BLACK OPAL BALANCE CLEANSR4.2z,1.63,JODI SULLIVAN
02203,BLK OPL EVENTRU BRGHT SOAP3.5z,1.10,JODI SULLIVAN
02204,BLACK OPAL BRIGHT MASK SCR4.2z,1.63,JODI SULLIVAN
02205,BLK OPL EVENTRU PERFCT CLNS 3z,1.50,JODI SULLIVAN
02206,BLACK OPAL RESURFACE LOTION 2z,1.88,JODI SULLIVAN
02207,BLK OPL EVENTRU BRGHT SCRUB 4z,1.60,JODI SULLIVAN
02208,BLACK OPAL REJUV NITE CRM 1.3z,2.44,JODI SULLIVAN
02209,BLK OPL EVENTRU FADE CREME  2z,1.10,JODI SULLIVAN
02210,BLACK OPAL PAPAYA BODY WASH 7z,2.00,JODI SULLIVAN
02211,BLK OPL EVENTRU FADE GEL    1z,1.80,JODI SULLIVAN
02212,BLACK OPAL PAPAYA EXFOLIAT6.7z,2.00,JODI SULLIVAN
02213,BLK OPL EVENTRU INGRN HAIR .4z,1.00,JODI SULLIVAN
02214,BLACK OPAL PAPAYA BDY BUTTER7z,3.00,JODI SULLIVAN
02215,BLK OPL EVENTRU LOT SPF15 2.4z,1.38,JODI SULLIVAN
02216,BLACK OPAL FOAM BODY POLSH6.3z,2.00,JODI SULLIVAN
02217,BLACK OPAL BODY FADE CREME6.3z,2.00,JODI SULLIVAN
02218,BLACK OPAL BODY CREME XTRA6.3z,2.00,JODI SULLIVAN
02219,BLK OPL EVENTRU BRGHT CRM   2z,1.10,JODI SULLIVAN
02220,BLK OPL BDY FADE CRM XTR8z5168,.00,JODI SULLIVAN
02221,BLK OPL BDY FADE CRM BOT8z5169,.00,JODI SULLIVAN
02222,BLK OPL FOAM BODY POLISH8z5170,.00,JODI SULLIVAN
02223,BLK OPL COMPLX FADE GEL MAX 1z,1.87,JODI SULLIVAN
02224,BLK OPL DAILY FADE CRM MAX  2z,1.87,JODI SULLIVAN
02225,BLK OPL BODY FADE CRM MAX+6.3z,2.22,JODI SULLIVAN
02226,BLK OPL COMPLX FADE GEL SEN 1z,1.87,JODI SULLIVAN
02227,BLK OPL DAILY FADE CRM SENS 2z,1.87,JODI SULLIVAN
02228,BLK OPL BODY FADE CRM SENS6.3z,2.22,JODI SULLIVAN
02229,BLK OPL FADE COMP.5z/FREE SOAP,1.31,JODI SULLIVAN
02230,BLK OPL OILFREE LOTN/FREE SOAP,2.17,JODI SULLIVAN
02231,BLK OPL BLEM CONTROL/FREE SOAP,2.17,JODI SULLIVAN
02232,BLK OPL BLEM TAR GEL/FREE SOAP,2.17,JODI SULLIVAN
02233,*BLK OPL FADE SYSTEM MX PPK6pc,4.25,JODI SULLIVAN
02234,BLK OPL FADE LOTN 2z/FREE SOAP,1.89,JODI SULLIVAN
02235,*BLK OPL BLEMISH PPK#6006 9pcs,.00,JODI SULLIVAN
02236,BLACK OPAL FADE COMPLEX.5z5165,1.31,JODI SULLIVAN
02237,BLACK OPAL BLEM PER WASH6z5167,2.17,JODI SULLIVAN
02238,BLACK OPAL BLEM TARG GL.5z5166,1.31,JODI SULLIVAN
02239,*BLKOPL FADE AWAY PPK#6007 8pc,.00,JODI SULLIVAN
02240,*BLK OPL SKINCARE #6757  36pcs,.00,JODI SULLIVAN
02241,*BLK OPL COCOA BTR TRIAL 18pcs,.00,JODI SULLIVAN
02242,BLK OPL DAY & NIGHT FADE  2-pk,.00,JODI SULLIVAN
02243,*BLK OPL BODY FADE #6010 12pcs,.00,JODI SULLIVAN
02244,*BLK OPL XTREME COCO BNS 12pcs,.85,JODI SULLIVAN
02247,*BLK OPL#6749 BLEMISH OUT18pcs,.00,JODI SULLIVAN
02249,*BLKOPL ACNE/FADE SYSTEM 12pcs,.00,JODI SULLIVAN
02250,BLK OPAL FADE SOLUTN KIT #5207,2.36,JODI SULLIVAN
02252,BLK OPAL ACNE SOLUTN KIT #5208,2.25,JODI SULLIVAN
02253,*BLK OPL ANTI-BUMP KITS   6pcs,.00,JODI SULLIVAN
02254,BLACK OPAL MEN ANTI-BUMP KIT,2.32,JODI SULLIVAN
02255,BLACK OPAL BLEMISH GEL.35z5105,.85,JODI SULLIVAN
02256,*BLK OPAL BLEMISH OUT PPK 15pc,.00,JODI SULLIVAN
02260,BLACK OPAL BLEMISH WASH 6z5106,1.75,JODI SULLIVAN
02261,*BLK OPL BLM WSH/ASTR12z 12pcs,1.75,JODI SULLIVAN
02262,BLACK OPAL PRSHV CLEANS 4z4201,2.09,JODI SULLIVAN
02264,BLACK OPAL CLR SHV GEL4z  4202,2.18,JODI SULLIVAN
02266,BLACK OPAL AFTR SHV LTN 4z4203,2.03,JODI SULLIVAN
02267,BLACK OPAL REVIT EYE GL.6z5111,2.968,JODI SULLIVAN
02268,BLACK OPAL RZR BMP RCVRY1z4204,1.295,JODI SULLIVAN
02270,BLACK OPAL CLEANSING GEL6z5101,1.75,JODI SULLIVAN
02272,BLACK OPAL COCOBTR BAR3.5z5129,1.41,JODI SULLIVAN
02274,BLACK OPAL COCOBTR CREME6z5120,1.93,JODI SULLIVAN
02275,BLACK OPAL FADE LOTION  2z5163,1.89,JODI SULLIVAN
02276,BLACK OPAL COCOBTR CONTR4z5125,2.92,JODI SULLIVAN
02277,BLACK OPAL FADE CLEANSER5z5164,1.93,JODI SULLIVAN
02280,BLACK OPAL FADE GEL .90z  5107,2.375,JODI SULLIVAN
02281,BLACK OPAL KNEE&ELBW TRT2z5108,3.07,JODI SULLIVAN
02283,BLACK OPAL OILFREE LT1.75z5103,1.875,JODI SULLIVAN
02284,BLACK OPAL BLEMISH ASTRG6z5116,1.83,JODI SULLIVAN
02285,BLACK OPAL PUR.ASTRINGNT6z5102,1.75,JODI SULLIVAN
02286,BLK OPL PRE-FADE BAR 3.5z 5115,1.28,JODI SULLIVAN
02287,BLACK OPAL FADE CR REG1.7z5113,1.22,JODI SULLIVAN
02289,BLACK OPAL BLEMISH BAR3.5z5114,1.28,JODI SULLIVAN
02290,BLACK OPAL SKIN PEEL 1.75z5104,1.80,JODI SULLIVAN
02292,BLACK OPAL FADE CR SEN1.7z5121,1.26,JODI SULLIVAN
02293,BLACK OPAL SKIN RTX LTN 1z5109,1.2813,JODI SULLIVAN
02294,*BLK OPL BDYOIL SUPREME 8z9pcs,.00,JODI SULLIVAN
02295,BLACK OPAL SUN SPF15 2.25z5110,.00,JODI SULLIVAN
02296,*BLK OPL BDY WASH/GEL 12z12pcs,1.75,JODI SULLIVAN
02297,BLACK OPAL FADE CR SPF1.7z5197,1.22,JODI SULLIVAN
02298,BLK OPL GRAY RETCH BLK/BR 1.5z,1.555,JODI SULLIVAN
02299,BLK OPL GRAY RETCH MED/LT 1.5z,1.555,JODI SULLIVAN
02303,B BROS SMOOTH HOLD SPRAY   14z,2.60,DAVID KEER
02304,B BROS SMOOTH SHEEN OIL SP 14z,2.60,DAVID KEER
02305,B BROS PUMP IT UP RLX KIT 2APP,4.005,DAVID KEER
02306,B BROS SMOOTH SHEEN OIL SP 11z,2.60,DAVID KEER
02307,B BROS PUMP IT UP SPRITZ 8z+4z,2.24,DAVID KEER
02308,B BROS FOAM WRAP LOTION   8.5z,1.88,DAVID KEER
02309,B BROS OIL MOISTURIZER 8z+4zNC,2.23,DAVID KEER
02310,B BROS SUPER GRO DBL STR 4z+2z,2.86,DAVID KEER
02311,B BROS OIL MOIST8z+8z COMBO PK,1.93,DAVID KEER
02312,B BROS SMOOTH HOLD SP 55VOC14z,2.59,DAVID KEER
02314,B BROS GROWTH LOTION       12z,2.25,DAVID KEER
02315,B BROS GROWTH OIL           8z,1.90,DAVID KEER
02316,B BROS GROWTH SERUM         2z,1.29,DAVID KEER
02317,B BROS OIL MOISTURIZER     32z,3.21,DAVID KEER
02318,*B BROS BACK2LIFE CND12ct1.75z,5.59,DAVID KEER
02319,B BROS SUPER GRO DBL STRENG 8z,.00,DAVID KEER
02320,B BROS WONDER CURL 15z+4z FREE,3.69,DAVID KEER
02321,*AR HOT SIX THICKLONG12ct1.75z,5.59,DAVID KEER
02322,B BROS CURL FIXER NEUTRAL  16z,.00,DAVID KEER
02323,B.BROS ROLL-A-CURL         16z,.00,DAVID KEER
02324,B BROS OLIVE OIL HAIRDRESS  6z,3.00,DAVID KEER
02325,*B BROS SUPER GRO 12ct   1.75z,5.59,DAVID KEER
02326,*B BROS SMOOTH SHEEN 12ct1.75z,5.59,DAVID KEER
02327,B BROS CARROT OIL HAIRDRESS 6z,2.90,DAVID KEER
02329,B BROS PINE TAR SUPER GRO   6z,2.88,DAVID KEER
02332,B BROS PUMP IT UP DEEP7 CND 8z,1.89,DAVID KEER
02334,B BROS PUMP IT UP CREME HD  6z,2.875,DAVID KEER
02335,B BROS PUMP IT UP MAYO&HONEY6z,2.87,DAVID KEER
02338,B BROS SUPER GRO LITE 4z+2z NC,2.86,DAVID KEER
02342,B BROS CASTOR OIL        4z+2z,2.87,DAVID KEER
02344,B BROS SUPER GRO MAX STR 4z+2z,2.89,DAVID KEER
02345,B BROS PUMP GOLD SPRI 80VOC10z,2.05,DAVID KEER
02346,B BROS PUMP IT SPRITZ 80VOC10z,2.05,DAVID KEER
02347,B BROS PUMP IT PLAT SPRITZ8+2z,2.05,DAVID KEER
02351,DOCTOR IN A BOX ANTI-BREAK  5z,3.03,DAVID KEER
02352,DOCTOR IN A BOX 10n1 CONDIT 8z,1.98,DAVID KEER
02353,DOCTOR IN A BOX TEMPLE BALM 4z,3.03,DAVID KEER
02354,DOCTOR IN A BOX DUAL SHAMP  8z,1.98,DAVID KEER
02355,B BROS TROP ROOTS SHAMP SPR 8z,1.89,DAVID KEER
02356,B BROS TROP ROOTS GROWTH OIL8z,1.89,DAVID KEER
02357,B BROS TROP ROOTS TWIST CRM 6z,2.868,DAVID KEER
02358,B BROS TROP ROOTS LOCK GEL  6z,2.868,DAVID KEER
02359,B BROS TROP ROOTS FIRM LOCK 6z,2.87,DAVID KEER
02360,B BROS MANGO CURL ENHANCER  6z,2.88,DAVID KEER
02361,B BROS SHEA CASTOR STRENGTH 6z,2.88,DAVID KEER
02362,B BROS FIRM HOLD CURL GEL   6z,2.88,DAVID KEER
02363,B BROS HAIR FOOD            6z,2.88,DAVID KEER
02364,B BROS PUMP IT SPRITZ 55VOC10z,2.05,DAVID KEER
02365,B BROS PUMP GOLD SPRI 55VOC10z,2.00,DAVID KEER
02366,B BROS PUMP IT SPRITZ 55VOC 8z,2.05,DAVID KEER
02367,B BROS PUMP GOLD SPRIT 55VOC8z,1.89,DAVID KEER
02368,B BROS PUMP IT SPRITZ 80VOC 8z,2.05,DAVID KEER
02369,B BROS PUMP GOLD SPRIT 80VOC8z,2.05,DAVID KEER
02370,B BROS TROP ROOTS FOAMWRAP8.5z,.00,DAVID KEER
02371,AFR ROYALE BRAID SPRAY 8z+4zNC,2.22,DAVID KEER
02372,AFR ROYALE CASTOR GRO       6z,2.855,DAVID KEER
02376,AFR ROYALE DAILY DOCT 8z+4z NC,2.22,DAVID KEER
02378,AFR ROYALE DIAMOND DROPS    2z,1.2969,DAVID KEER
02380,AFR ROYALE MINK OIL GEL     6z,2.875,DAVID KEER
02381,AFR ROYALE BLACK CASTOR OIL 5z,1.75,DAVID KEER
02382,B BROS BLACK CASTOR OIL     5z,1.55,DAVID KEER
02383,B BROS HYDRATING GROWTH OIL 4z,1.63,DAVID KEER
02384,*B BROS DISPLAY           20pc,8.00,DAVID KEER
02388,AFR ROYALE HOT SIX OIL      8z,1.865,DAVID KEER
02389,AFR ROYALE HOT SIX OIL MIST 8z,1.88,DAVID KEER
02390,AFR ROYALE SUPER GRO        6z,2.855,DAVID KEER
02391,AFR ROYALE SOFT SKIN LOTION 8z,1.95,DAVID KEER
02392,B BROS SMOOTH SHEEN OIL SPR 9z,2.34,DAVID KEER
02393,AFR ROYALE MIRACLE OIL MST 12z,2.225,DAVID KEER
02397,AFR ROYALE BRX BRAID SHAMP 12z,2.225,DAVID KEER
02398,AFR ROYALE SUPER GRO MAX    6z,2.855,DAVID KEER
02399,AFR ROYALE QUEEN RELAXER   KIT,3.8125,DAVID KEER
02401,DONNIES LOTION 8z/8z     VALUE,1.90,DAVID KEER
02402,DONNIE ACT LOT 16z/16z VALU PK,2.438,DAVID KEER
02403,DONNIES ACTIVATOR LOTION    8z,2.015,DAVID KEER
02406,DONNIES ACTIVATOR LOTION   32z,3.12,DAVID KEER
02409,EBOLINE HAIR FOOD           7z,2.831,DAVID KEER
02415,EBOLINE COCONUT OIL         7z,2.85,DAVID KEER
02421,4 NATURALS SLICK IT POMADE  4z,3.50,DAVID KEER
02422,4 NATURALS RECONSTRUCTOR CND8z,1.75,DAVID KEER
02423,4 NATURALS IRONTASTIC SPRAY 4z,1.75,DAVID KEER
02424,4 NATURALS CURL CUSTARD GEL 6z,2.75,DAVID KEER
02425,4 NATURALS AFRO STRETCH CRM 6z,2.75,DAVID KEER
02426,4 NATURALS DAILY TREATMENT  4z,1.25,DAVID KEER
02427,4 NATURALS FRESHEN UP CURL  8z,1.75,DAVID KEER
02428,4 NATURALS DETANG SHAMPOO   8z,1.75,DAVID KEER
02429,4 NATURALS DETANG CONDITION 8z,1.75,DAVID KEER
02430,4 NATURALS CURL CRAZE LOTION8z,1.75,DAVID KEER
02431,4 NATURALS CURLY WAVE SERUM 8z,1.75,DAVID KEER
02481,BLK MAGIC SHAVE WIPES A/F 40ct,3.35,DAVID KEER
02482,BLK MAGIC SHAVE WIPES HERB40ct,3.35,DAVID KEER
02483,BLK MAGIC SHAVE WIPES RUM 40ct,3.35,DAVID KEER
02486,BLACK MAGIC BRAID SHEEN SPR 8z,2.00,DAVID KEER
02487,BLACK MAGIC OIL SH CHERRY10.5z,2.61,DAVID KEER
02488,BLACK MAGIC OIL SH COCNUT10.5z,2.61,DAVID KEER
02489,BLACK MAGIC AFTER SHAVE RUM14z,2.61,DAVID KEER
02490,BLACK MAGIC MOISTURIZING GEL8z,2.10,DAVID KEER
02491,BLACK MAGIC TEXT BLOW OUT  KIT,4.06,DAVID KEER
